order_id,user_id,restaurant_id,order_timestamp,total_amount
ORD2802,U488,R22,2026-04-17 17:31:00,378
ORD2803,U98,R95,2026-04-17 10:20:00,482
ORD2804,U185,R46,2026-04-17 12:50:00,455
ORD2805,U102,R165,2026-04-17 17:26:00,369
ORD2806,U359,R70,2026-04-17 13:05:00,359
ORD2807,U696,R168,2026-04-17 16:50:00,453
ORD2808,U200,R109,2026-04-17 18:04:00,385
ORD2809,U515,R150,2026-04-17 18:51:00,670
ORD2810,U289,R142,2026-04-17 16:48:00,185
ORD2811,U874,R110,2026-04-17 12:56:00,388
ORD2812,U899,R68,2026-04-17 15:26:00,558
ORD2813,U866,R104,2026-04-17 18:12:00,367
ORD2814,U802,R171,2026-04-17 16:56:00,758
ORD2815,U243,R15,2026-04-17 10:55:00,234
ORD2816,U597,R104,2026-04-17 15:37:00,604
ORD2817,U338,R64,2026-04-17 13:20:00,419
ORD2818,U50,R5,2026-04-17 17:06:00,706
ORD2819,U571,R125,2026-04-17 18:45:00,610
ORD2820,U293,R54,2026-04-17 10:00:00,263
ORD2821,U828,R147,2026-04-17 19:24:00,206
ORD2822,U589,R95,2026-04-17 19:01:00,213
ORD2823,U821,R111,2026-04-17 15:43:00,483
ORD2824,U256,R122,2026-04-17 12:56:00,661
ORD2825,U528,R169,2026-04-17 19:37:00,567
ORD2826,U420,R177,2026-04-17 13:53:00,752
ORD2827,U810,R198,2026-04-17 14:47:00,765
ORD2828,U698,R169,2026-04-17 19:49:00,150
ORD2829,U642,R166,2026-04-17 19:32:00,466
ORD2830,U817,R144,2026-04-17 14:03:00,419
ORD2831,U809,R197,2026-04-17 11:35:00,325
ORD2832,U787,R94,2026-04-17 13:55:00,276
ORD2833,U566,R164,2026-04-17 18:03:00,564
ORD2834,U565,R184,2026-04-17 10:28:00,103
ORD2835,U255,R84,2026-04-17 14:19:00,171
ORD2836,U506,R98,2026-04-17 15:05:00,699
ORD2837,U783,R46,2026-04-17 18:28:00,386
ORD2838,U329,R22,2026-04-17 17:39:00,608
ORD2839,U656,R195,2026-04-17 18:16:00,209
ORD2840,U9,R197,2026-04-17 16:22:00,426
ORD2841,U564,R73,2026-04-17 12:39:00,693
ORD2842,U509,R88,2026-04-17 16:39:00,560
ORD2843,U799,R88,2026-04-17 14:11:00,775
ORD2844,U330,R24,2026-04-17 10:06:00,707
ORD2845,U592,R110,2026-04-17 19:10:00,117
ORD2846,U834,R182,2026-04-17 17:01:00,107
ORD2847,U225,R17,2026-04-17 17:28:00,680
ORD2848,U186,R103,2026-04-17 15:53:00,724
ORD2849,U247,R163,2026-04-17 17:04:00,180
ORD2850,U859,R55,2026-04-17 15:25:00,443
ORD2851,U282,R23,2026-04-17 10:24:00,177
ORD2852,U184,R141,2026-04-17 12:43:00,633
ORD2853,U633,R72,2026-04-17 18:00:00,205
ORD2854,U508,R200,2026-04-17 15:49:00,572
ORD2855,U701,R195,2026-04-17 13:58:00,498
ORD2856,U131,R148,2026-04-17 17:20:00,462
ORD2857,U444,R161,2026-04-17 18:37:00,429
ORD2858,U160,R110,2026-04-17 18:46:00,260
ORD2859,U865,R84,2026-04-17 16:03:00,193
ORD2860,U276,R139,2026-04-17 14:45:00,701
ORD2861,U718,R113,2026-04-17 17:02:00,611
ORD2862,U195,R193,2026-04-17 17:31:00,579
ORD2863,U792,R168,2026-04-17 18:49:00,316
ORD2864,U794,R32,2026-04-17 10:53:00,426
ORD2865,U571,R3,2026-04-17 13:39:00,388
ORD2866,U172,R114,2026-04-17 17:22:00,433
ORD2867,U917,R199,2026-04-17 18:58:00,531
ORD2868,U511,R38,2026-04-17 16:01:00,761
ORD2869,U722,R129,2026-04-17 14:17:00,434
ORD2870,U723,R77,2026-04-17 10:26:00,409
ORD2871,U562,R173,2026-04-17 18:52:00,375
ORD2872,U146,R110,2026-04-17 18:23:00,179
ORD2873,U84,R139,2026-04-17 17:45:00,179
ORD2874,U466,R37,2026-04-17 13:24:00,721
ORD2875,U692,R12,2026-04-17 19:33:00,731
ORD2876,U438,R74,2026-04-17 13:50:00,663
ORD2877,U389,R81,2026-04-17 18:23:00,692
ORD2878,U312,R7,2026-04-17 14:48:00,283
ORD2879,U982,R49,2026-04-17 16:26:00,198
ORD2880,U703,R48,2026-04-17 14:43:00,327
ORD2881,U458,R14,2026-04-17 17:21:00,406
ORD2882,U482,R6,2026-04-17 11:40:00,447
ORD2883,U676,R167,2026-04-17 15:44:00,739
ORD2884,U382,R27,2026-04-17 16:48:00,501
ORD2885,U349,R73,2026-04-17 17:45:00,617
ORD2886,U397,R172,2026-04-17 12:07:00,214
ORD2887,U193,R24,2026-04-17 18:10:00,301
ORD2888,U598,R12,2026-04-17 18:50:00,450
ORD2889,U974,R74,2026-04-17 19:46:00,313
ORD2890,U133,R17,2026-04-17 16:09:00,795
ORD2891,U586,R189,2026-04-17 18:44:00,634
ORD2892,U925,R171,2026-04-17 16:21:00,491
ORD2893,U127,R26,2026-04-17 10:11:00,183
ORD2894,U61,R46,2026-04-17 14:28:00,139
ORD2895,U63,R114,2026-04-17 18:49:00,566
ORD2896,U612,R68,2026-04-17 12:32:00,680
ORD2897,U990,R45,2026-04-17 12:54:00,452
ORD2898,U350,R64,2026-04-17 10:07:00,274
ORD2899,U331,R86,2026-04-17 15:34:00,217
ORD2900,U1000,R50,2026-04-17 15:40:00,403
ORD2901,U50,R69,2026-04-17 18:12:00,300
ORD2902,U218,R111,2026-04-17 11:46:00,594
ORD2903,U487,R159,2026-04-17 11:45:00,455
ORD2904,U510,R114,2026-04-17 16:04:00,170
ORD2905,U114,R183,2026-04-17 13:33:00,218
ORD2906,U476,R93,2026-04-17 12:47:00,784
ORD2907,U476,R129,2026-04-17 19:10:00,223
ORD2908,U387,R11,2026-04-17 16:01:00,189
ORD2909,U953,R43,2026-04-17 15:41:00,783
ORD2910,U250,R147,2026-04-17 10:21:00,101
ORD2911,U507,R1,2026-04-17 19:55:00,268
ORD2912,U404,R68,2026-04-17 10:00:00,564
ORD2913,U957,R65,2026-04-17 16:31:00,428
ORD2914,U13,R22,2026-04-17 13:12:00,502
ORD2915,U622,R61,2026-04-17 15:34:00,251
ORD2916,U924,R185,2026-04-17 18:38:00,626
ORD2917,U208,R60,2026-04-17 10:48:00,252
ORD2918,U968,R91,2026-04-17 12:13:00,629
ORD2919,U808,R156,2026-04-17 16:07:00,423
ORD2920,U481,R160,2026-04-17 14:50:00,459
ORD2921,U760,R161,2026-04-17 10:40:00,414
ORD2922,U66,R61,2026-04-17 13:11:00,725
ORD2923,U854,R98,2026-04-17 13:52:00,634
ORD2924,U720,R90,2026-04-17 15:34:00,694
ORD2925,U715,R79,2026-04-17 11:51:00,293
ORD2926,U140,R143,2026-04-17 11:58:00,547
ORD2927,U638,R130,2026-04-17 11:30:00,236
ORD2928,U984,R5,2026-04-17 11:53:00,416
ORD2929,U506,R8,2026-04-17 12:41:00,209
ORD2930,U176,R129,2026-04-17 12:51:00,726
ORD2931,U699,R62,2026-04-17 18:39:00,556
ORD2932,U578,R2,2026-04-17 14:28:00,655
ORD2933,U979,R94,2026-04-17 15:39:00,103
ORD2934,U752,R30,2026-04-17 12:18:00,118
ORD2935,U923,R74,2026-04-17 10:01:00,667
ORD2936,U859,R130,2026-04-17 16:32:00,768
ORD2937,U388,R168,2026-04-17 19:51:00,256
ORD2938,U999,R167,2026-04-17 17:35:00,471
ORD2939,U446,R144,2026-04-17 14:48:00,322
ORD2940,U792,R164,2026-04-17 12:39:00,610
ORD2941,U227,R4,2026-04-17 17:09:00,627
ORD2942,U800,R113,2026-04-17 18:16:00,186
ORD2943,U856,R114,2026-04-17 11:51:00,587
ORD2944,U729,R47,2026-04-17 15:11:00,115
ORD2945,U408,R1,2026-04-17 14:13:00,669
ORD2946,U376,R130,2026-04-17 10:07:00,261
ORD2947,U826,R43,2026-04-17 12:16:00,142
ORD2948,U629,R195,2026-04-17 15:33:00,504
ORD2949,U140,R181,2026-04-17 13:52:00,586
ORD2950,U767,R81,2026-04-17 13:59:00,380
ORD2951,U201,R139,2026-04-17 18:37:00,579
ORD2952,U24,R125,2026-04-17 11:30:00,653
ORD2953,U630,R184,2026-04-17 18:10:00,604
ORD2954,U72,R55,2026-04-17 13:21:00,771
ORD2955,U261,R76,2026-04-17 14:05:00,405
ORD2956,U253,R187,2026-04-17 12:59:00,374
ORD2957,U754,R59,2026-04-17 19:37:00,125
ORD2958,U158,R38,2026-04-17 15:51:00,139
ORD2959,U596,R55,2026-04-17 15:15:00,688
ORD2960,U226,R130,2026-04-17 10:52:00,167
ORD2961,U245,R133,2026-04-17 11:11:00,613
ORD2962,U47,R134,2026-04-17 18:56:00,137
ORD2963,U258,R169,2026-04-17 16:24:00,726
ORD2964,U287,R161,2026-04-17 16:46:00,375
ORD2965,U765,R65,2026-04-17 10:05:00,772
ORD2966,U922,R25,2026-04-17 12:28:00,378
ORD2967,U869,R181,2026-04-17 10:50:00,799
ORD2968,U83,R181,2026-04-17 14:46:00,583
ORD2969,U933,R178,2026-04-17 17:15:00,133
ORD2970,U421,R172,2026-04-17 11:34:00,538
ORD2971,U737,R107,2026-04-17 14:04:00,288
ORD2972,U917,R111,2026-04-17 17:07:00,280
ORD2973,U991,R24,2026-04-17 13:11:00,664
ORD2974,U668,R122,2026-04-17 12:05:00,355
ORD2975,U676,R8,2026-04-17 18:39:00,737
ORD2976,U830,R23,2026-04-17 10:21:00,495
ORD2977,U161,R181,2026-04-17 12:46:00,679
ORD2978,U718,R172,2026-04-17 19:29:00,351
ORD2979,U889,R82,2026-04-17 10:03:00,349
ORD2980,U893,R38,2026-04-17 12:29:00,317
ORD2981,U723,R103,2026-04-17 14:39:00,256
ORD2982,U507,R118,2026-04-17 14:47:00,426
ORD2983,U975,R101,2026-04-17 18:17:00,694
ORD2984,U70,R160,2026-04-17 15:57:00,434
ORD2985,U669,R125,2026-04-17 13:20:00,161
ORD2986,U511,R120,2026-04-17 13:32:00,469
ORD2987,U19,R149,2026-04-17 14:33:00,153
ORD2988,U817,R26,2026-04-17 14:51:00,350
ORD2989,U667,R98,2026-04-17 16:46:00,161
ORD2990,U364,R44,2026-04-17 14:01:00,552
ORD2991,U868,R80,2026-04-17 17:36:00,347
ORD2992,U834,R161,2026-04-17 12:10:00,774
ORD2993,U410,R106,2026-04-17 18:10:00,327
ORD2994,U173,R105,2026-04-17 18:31:00,579
ORD2995,U710,R36,2026-04-17 17:35:00,672
ORD2996,U332,R72,2026-04-17 15:53:00,356
ORD2997,U472,R65,2026-04-17 10:34:00,255
ORD2998,U938,R102,2026-04-17 13:00:00,173
ORD2999,U308,R103,2026-04-17 18:46:00,245
ORD3000,U782,R169,2026-04-17 10:37:00,562
ORD3001,U353,R43,2026-04-17 14:26:00,193
ORD3002,U185,R86,2026-04-17 16:31:00,634
ORD3003,U621,R174,2026-04-17 19:38:00,293
ORD3004,U777,R99,2026-04-17 18:11:00,139
ORD3005,U814,R192,2026-04-17 15:40:00,553
ORD3006,U64,R185,2026-04-17 12:47:00,377
ORD3007,U155,R9,2026-04-17 10:38:00,369
ORD3008,U887,R87,2026-04-17 18:05:00,373
ORD3009,U623,R159,2026-04-17 15:24:00,356
ORD3010,U501,R95,2026-04-17 11:50:00,152
ORD3011,U785,R23,2026-04-17 19:04:00,505
ORD3012,U555,R39,2026-04-17 19:00:00,735
ORD3013,U743,R60,2026-04-17 11:03:00,204
ORD3014,U219,R196,2026-04-17 11:29:00,495
ORD3015,U380,R195,2026-04-17 10:32:00,476
ORD3016,U91,R43,2026-04-17 10:23:00,511
ORD3017,U283,R68,2026-04-17 14:14:00,475
ORD3018,U589,R91,2026-04-17 19:30:00,361
ORD3019,U975,R142,2026-04-17 13:28:00,353
ORD3020,U557,R144,2026-04-17 19:21:00,267
ORD3021,U962,R175,2026-04-17 16:57:00,274
ORD3022,U790,R171,2026-04-17 16:09:00,336
ORD3023,U281,R159,2026-04-17 17:51:00,705
ORD3024,U200,R171,2026-04-17 12:13:00,672
ORD3025,U154,R17,2026-04-17 15:30:00,268
ORD3026,U177,R67,2026-04-17 17:54:00,248
ORD3027,U238,R50,2026-04-17 12:50:00,323
ORD3028,U774,R154,2026-04-17 10:48:00,408
ORD3029,U344,R141,2026-04-17 12:34:00,502
ORD3030,U766,R170,2026-04-17 17:36:00,660
ORD3031,U230,R33,2026-04-17 16:54:00,662
ORD3032,U163,R93,2026-04-17 16:51:00,223
ORD3033,U431,R47,2026-04-17 16:18:00,392
ORD3034,U309,R69,2026-04-17 17:17:00,525
ORD3035,U632,R14,2026-04-17 11:10:00,699
ORD3036,U795,R108,2026-04-17 19:20:00,429
ORD3037,U53,R163,2026-04-17 18:04:00,710
ORD3038,U394,R3,2026-04-17 12:35:00,390
ORD3039,U341,R68,2026-04-17 19:25:00,513
ORD3040,U187,R125,2026-04-17 15:45:00,502
ORD3041,U249,R172,2026-04-17 19:08:00,120
ORD3042,U801,R8,2026-04-17 12:12:00,733
ORD3043,U613,R121,2026-04-17 19:19:00,637
ORD3044,U874,R92,2026-04-17 16:19:00,300
ORD3045,U764,R29,2026-04-17 19:48:00,629
ORD3046,U457,R8,2026-04-17 14:15:00,369
ORD3047,U385,R31,2026-04-17 18:43:00,701
ORD3048,U749,R124,2026-04-17 10:30:00,282
ORD3049,U891,R38,2026-04-17 11:02:00,579
ORD3050,U377,R151,2026-04-17 13:54:00,716
ORD3051,U191,R179,2026-04-17 10:07:00,136
ORD3052,U704,R73,2026-04-17 14:24:00,114
ORD3053,U952,R183,2026-04-17 15:04:00,183
ORD3054,U94,R67,2026-04-17 10:31:00,194
ORD3055,U9,R185,2026-04-17 16:33:00,303
ORD3056,U475,R169,2026-04-17 19:24:00,793
ORD3057,U380,R78,2026-04-17 15:02:00,122
ORD3058,U897,R16,2026-04-17 16:15:00,758
ORD3059,U260,R177,2026-04-17 12:31:00,598
ORD3060,U634,R76,2026-04-17 10:35:00,157
ORD3061,U386,R1,2026-04-17 16:34:00,757
ORD3062,U687,R97,2026-04-17 18:52:00,240
ORD3063,U624,R34,2026-04-17 17:34:00,734
ORD3064,U419,R35,2026-04-17 11:34:00,614
ORD3065,U688,R40,2026-04-17 11:11:00,149
ORD3066,U248,R168,2026-04-17 16:17:00,708
ORD3067,U751,R144,2026-04-17 19:16:00,247
ORD3068,U180,R32,2026-04-17 17:39:00,430
ORD3069,U623,R113,2026-04-17 17:20:00,727
ORD3070,U762,R1,2026-04-17 17:46:00,202
ORD3071,U981,R89,2026-04-17 14:25:00,255
ORD3072,U136,R41,2026-04-17 16:48:00,306
ORD3073,U100,R31,2026-04-17 14:30:00,549
ORD3074,U361,R64,2026-04-17 15:11:00,613
ORD3075,U687,R30,2026-04-17 15:08:00,503
ORD3076,U852,R154,2026-04-17 19:18:00,438
ORD3077,U745,R120,2026-04-17 12:06:00,703
ORD3078,U20,R166,2026-04-17 12:21:00,160
ORD3079,U512,R67,2026-04-17 17:47:00,517
ORD3080,U946,R113,2026-04-17 15:14:00,298
ORD3081,U730,R10,2026-04-17 10:34:00,423
ORD3082,U440,R67,2026-04-17 10:41:00,392
ORD3083,U150,R92,2026-04-17 10:07:00,665
ORD3084,U530,R186,2026-04-17 10:04:00,653
ORD3085,U289,R196,2026-04-17 13:23:00,482
ORD3086,U325,R57,2026-04-17 13:32:00,492
ORD3087,U16,R61,2026-04-17 10:59:00,490
ORD3088,U9,R164,2026-04-17 11:20:00,674
ORD3089,U429,R114,2026-04-17 14:02:00,394
ORD3090,U30,R148,2026-04-17 16:22:00,442
ORD3091,U983,R98,2026-04-17 10:11:00,776
ORD3092,U254,R100,2026-04-17 18:16:00,510
ORD3093,U263,R15,2026-04-17 16:14:00,197
ORD3094,U424,R121,2026-04-17 19:39:00,511
ORD3095,U515,R152,2026-04-17 19:49:00,322
ORD3096,U242,R56,2026-04-17 15:05:00,326
ORD3097,U971,R34,2026-04-17 16:48:00,230
ORD3098,U23,R96,2026-04-17 11:39:00,795
ORD3099,U296,R70,2026-04-17 19:08:00,394
ORD3100,U743,R184,2026-04-17 15:51:00,245
ORD3101,U187,R121,2026-04-17 11:41:00,694
ORD3102,U845,R50,2026-04-17 16:26:00,220
ORD3103,U121,R41,2026-04-17 19:40:00,357
ORD3104,U261,R180,2026-04-17 12:12:00,523
ORD3105,U851,R141,2026-04-17 15:45:00,218
ORD3106,U739,R7,2026-04-17 11:54:00,658
ORD3107,U454,R12,2026-04-17 12:00:00,347
ORD3108,U964,R86,2026-04-17 15:47:00,764
ORD3109,U53,R42,2026-04-17 14:14:00,371
ORD3110,U675,R18,2026-04-17 17:57:00,711
ORD3111,U519,R183,2026-04-17 10:29:00,768
ORD3112,U589,R152,2026-04-17 19:33:00,799
ORD3113,U546,R97,2026-04-17 13:46:00,320
ORD3114,U342,R102,2026-04-17 17:21:00,722
ORD3115,U63,R69,2026-04-17 12:17:00,706
ORD3116,U473,R16,2026-04-17 10:41:00,528
ORD3117,U604,R71,2026-04-17 19:13:00,599
ORD3118,U534,R30,2026-04-17 17:10:00,172
ORD3119,U94,R162,2026-04-17 13:47:00,104
ORD3120,U356,R65,2026-04-17 15:51:00,559
ORD3121,U561,R112,2026-04-17 19:43:00,774
ORD3122,U357,R139,2026-04-17 11:59:00,470
ORD3123,U32,R166,2026-04-17 19:22:00,126
ORD3124,U221,R138,2026-04-17 16:10:00,462
ORD3125,U354,R175,2026-04-17 19:34:00,792
ORD3126,U733,R115,2026-04-17 18:44:00,554
ORD3127,U341,R160,2026-04-17 10:38:00,416
ORD3128,U671,R59,2026-04-17 12:09:00,737
ORD3129,U767,R4,2026-04-17 19:31:00,785
ORD3130,U10,R197,2026-04-17 15:51:00,595
ORD3131,U74,R127,2026-04-17 10:34:00,772
ORD3132,U483,R111,2026-04-17 19:20:00,213
ORD3133,U605,R165,2026-04-17 15:41:00,531
ORD3134,U376,R183,2026-04-17 12:55:00,382
ORD3135,U512,R77,2026-04-17 18:03:00,491
ORD3136,U946,R19,2026-04-17 13:14:00,228
ORD3137,U803,R76,2026-04-17 13:16:00,553
ORD3138,U983,R153,2026-04-17 10:40:00,362
ORD3139,U84,R82,2026-04-17 16:37:00,652
ORD3140,U850,R122,2026-04-17 15:26:00,293
ORD3141,U972,R17,2026-04-17 13:22:00,312
ORD3142,U54,R51,2026-04-17 14:46:00,317
ORD3143,U1,R113,2026-04-17 10:05:00,571
ORD3144,U924,R196,2026-04-17 19:00:00,306
ORD3145,U875,R190,2026-04-17 14:33:00,146
ORD3146,U894,R60,2026-04-17 10:16:00,587
ORD3147,U812,R51,2026-04-17 15:22:00,616
ORD3148,U278,R29,2026-04-17 11:38:00,425
ORD3149,U184,R69,2026-04-17 17:17:00,715
ORD3150,U623,R49,2026-04-17 12:56:00,311
ORD3151,U280,R197,2026-04-17 19:43:00,576
ORD3152,U696,R39,2026-04-17 13:51:00,649
ORD3153,U13,R105,2026-04-17 16:42:00,747
ORD3154,U123,R122,2026-04-17 14:56:00,796
ORD3155,U334,R45,2026-04-17 10:14:00,232
ORD3156,U709,R157,2026-04-17 14:22:00,672
ORD3157,U46,R24,2026-04-17 16:53:00,236
ORD3158,U349,R10,2026-04-17 14:46:00,352
ORD3159,U289,R188,2026-04-17 19:15:00,141
ORD3160,U995,R36,2026-04-17 17:48:00,371
ORD3161,U43,R193,2026-04-17 10:34:00,530
ORD3162,U363,R65,2026-04-17 18:14:00,444
ORD3163,U219,R86,2026-04-17 19:09:00,290
ORD3164,U369,R130,2026-04-17 17:05:00,773
ORD3165,U266,R125,2026-04-17 11:36:00,734
ORD3166,U606,R156,2026-04-17 12:34:00,585
ORD3167,U792,R191,2026-04-17 10:05:00,412
ORD3168,U541,R12,2026-04-17 10:32:00,788
ORD3169,U879,R23,2026-04-17 19:21:00,440
ORD3170,U892,R156,2026-04-17 15:23:00,450
ORD3171,U749,R138,2026-04-17 13:19:00,116
ORD3172,U549,R190,2026-04-17 14:00:00,228
ORD3173,U390,R110,2026-04-17 12:35:00,109
ORD3174,U42,R125,2026-04-17 19:59:00,650
ORD3175,U833,R77,2026-04-17 15:38:00,340
ORD3176,U51,R173,2026-04-17 17:37:00,450
ORD3177,U180,R195,2026-04-17 19:13:00,148
ORD3178,U614,R36,2026-04-17 18:32:00,561
ORD3179,U724,R70,2026-04-17 19:40:00,527
ORD3180,U779,R161,2026-04-17 16:21:00,115
ORD3181,U419,R67,2026-04-17 17:10:00,702
ORD3182,U550,R105,2026-04-17 18:31:00,683
ORD3183,U451,R96,2026-04-17 19:51:00,320
ORD3184,U261,R39,2026-04-17 18:04:00,642
ORD3185,U608,R47,2026-04-17 11:42:00,510
ORD3186,U269,R196,2026-04-17 16:21:00,318
ORD3187,U588,R123,2026-04-17 11:24:00,152
ORD3188,U454,R136,2026-04-17 11:56:00,445
ORD3189,U898,R49,2026-04-17 19:37:00,157
ORD3190,U892,R40,2026-04-17 13:05:00,759
ORD3191,U842,R158,2026-04-17 10:07:00,584
ORD3192,U127,R185,2026-04-17 17:47:00,409
ORD3193,U892,R125,2026-04-17 13:17:00,129
ORD3194,U928,R17,2026-04-17 17:45:00,742
ORD3195,U447,R61,2026-04-17 16:17:00,746
ORD3196,U712,R156,2026-04-17 19:07:00,656
ORD3197,U776,R26,2026-04-17 19:21:00,381
ORD3198,U722,R127,2026-04-17 12:04:00,155
ORD3199,U396,R119,2026-04-17 17:38:00,468
ORD3200,U767,R193,2026-04-17 16:45:00,216
ORD3201,U816,R44,2026-04-17 14:59:00,635
ORD3202,U624,R90,2026-04-17 19:36:00,677
ORD3203,U793,R60,2026-04-17 13:56:00,511
ORD3204,U479,R74,2026-04-17 14:07:00,556
ORD3205,U71,R110,2026-04-17 16:36:00,621
ORD3206,U211,R171,2026-04-17 11:31:00,464
ORD3207,U939,R123,2026-04-17 13:02:00,564
ORD3208,U881,R52,2026-04-17 19:32:00,156
ORD3209,U621,R110,2026-04-17 17:46:00,310
ORD3210,U590,R44,2026-04-17 12:32:00,140
ORD3211,U777,R170,2026-04-17 19:29:00,468
ORD3212,U302,R91,2026-04-17 14:37:00,421
ORD3213,U879,R30,2026-04-17 17:36:00,557
ORD3214,U242,R154,2026-04-17 13:44:00,701
ORD3215,U919,R52,2026-04-17 18:46:00,229
ORD3216,U229,R43,2026-04-17 16:58:00,698
ORD3217,U529,R152,2026-04-17 14:18:00,498
ORD3218,U410,R89,2026-04-17 18:23:00,111
ORD3219,U61,R192,2026-04-17 14:52:00,535
ORD3220,U958,R73,2026-04-17 17:53:00,388
ORD3221,U757,R20,2026-04-17 18:23:00,635
ORD3222,U512,R12,2026-04-17 12:08:00,734
ORD3223,U721,R180,2026-04-17 12:47:00,724
ORD3224,U447,R48,2026-04-17 16:09:00,599
ORD3225,U711,R115,2026-04-17 19:25:00,576
ORD3226,U294,R138,2026-04-17 13:38:00,636
ORD3227,U618,R108,2026-04-17 13:45:00,606
ORD3228,U761,R14,2026-04-17 18:57:00,349
ORD3229,U169,R162,2026-04-17 16:48:00,318
ORD3230,U433,R126,2026-04-17 16:30:00,310
ORD3231,U989,R90,2026-04-17 15:50:00,122
ORD3232,U827,R137,2026-04-17 14:27:00,416
ORD3233,U722,R160,2026-04-17 13:44:00,787
ORD3234,U442,R200,2026-04-17 13:11:00,139
ORD3235,U139,R33,2026-04-17 14:07:00,433
ORD3236,U415,R170,2026-04-17 19:50:00,350
ORD3237,U286,R53,2026-04-17 11:11:00,406
ORD3238,U335,R68,2026-04-17 15:56:00,370
ORD3239,U230,R13,2026-04-17 13:11:00,202
ORD3240,U914,R28,2026-04-17 11:58:00,404
ORD3241,U281,R42,2026-04-17 12:01:00,783
ORD3242,U38,R98,2026-04-17 17:11:00,357
ORD3243,U34,R4,2026-04-17 14:28:00,386
ORD3244,U68,R30,2026-04-17 19:54:00,756
ORD3245,U662,R190,2026-04-17 14:55:00,249
ORD3246,U429,R143,2026-04-17 17:20:00,154
ORD3247,U721,R38,2026-04-17 12:32:00,581
ORD3248,U672,R11,2026-04-17 18:53:00,645
ORD3249,U992,R84,2026-04-17 17:52:00,360
ORD3250,U351,R158,2026-04-17 18:09:00,204
ORD3251,U493,R9,2026-04-17 11:11:00,788
ORD3252,U414,R152,2026-04-17 11:46:00,508
ORD3253,U809,R168,2026-04-17 19:50:00,548
ORD3254,U684,R124,2026-04-17 12:04:00,737
ORD3255,U929,R80,2026-04-17 17:16:00,369
ORD3256,U854,R11,2026-04-17 14:00:00,777
ORD3257,U890,R70,2026-04-17 18:15:00,325
ORD3258,U922,R159,2026-04-17 11:27:00,623
ORD3259,U572,R71,2026-04-17 16:35:00,227
ORD3260,U426,R104,2026-04-17 10:43:00,510
ORD3261,U751,R98,2026-04-17 12:10:00,235
ORD3262,U532,R69,2026-04-17 13:12:00,120
ORD3263,U445,R157,2026-04-17 12:37:00,562
ORD3264,U947,R130,2026-04-17 12:31:00,747
ORD3265,U531,R50,2026-04-17 16:14:00,306
ORD3266,U902,R185,2026-04-17 10:47:00,566
ORD3267,U353,R139,2026-04-17 16:49:00,557
ORD3268,U563,R78,2026-04-17 14:56:00,575
ORD3269,U404,R157,2026-04-17 14:02:00,264
ORD3270,U175,R142,2026-04-17 18:45:00,583
ORD3271,U764,R133,2026-04-17 10:37:00,207
ORD3272,U751,R73,2026-04-17 19:46:00,247
ORD3273,U793,R170,2026-04-17 18:52:00,539
ORD3274,U440,R44,2026-04-17 13:06:00,710
ORD3275,U949,R25,2026-04-17 19:01:00,604
ORD3276,U856,R9,2026-04-17 19:08:00,442
ORD3277,U553,R103,2026-04-17 17:48:00,710
ORD3278,U753,R144,2026-04-17 16:33:00,543
ORD3279,U661,R71,2026-04-17 13:32:00,547
ORD3280,U995,R126,2026-04-17 11:50:00,484
ORD3281,U344,R147,2026-04-17 17:35:00,496
ORD3282,U631,R125,2026-04-17 12:22:00,576
ORD3283,U301,R36,2026-04-17 12:17:00,563
ORD3284,U180,R70,2026-04-17 17:09:00,170
ORD3285,U772,R13,2026-04-17 14:28:00,336
ORD3286,U551,R167,2026-04-17 13:28:00,657
ORD3287,U361,R23,2026-04-17 13:19:00,174
ORD3288,U789,R49,2026-04-17 11:59:00,722
ORD3289,U379,R128,2026-04-17 11:39:00,412
ORD3290,U317,R57,2026-04-17 15:02:00,671
ORD3291,U999,R33,2026-04-17 19:27:00,150
ORD3292,U995,R8,2026-04-17 16:05:00,535
ORD3293,U121,R97,2026-04-17 19:13:00,460
ORD3294,U312,R54,2026-04-17 18:35:00,492
ORD3295,U887,R157,2026-04-17 15:07:00,710
ORD3296,U925,R108,2026-04-17 15:20:00,621
ORD3297,U330,R75,2026-04-17 16:04:00,783
ORD3298,U872,R200,2026-04-17 18:23:00,678
ORD3299,U596,R102,2026-04-17 17:23:00,375
ORD3300,U257,R174,2026-04-17 12:45:00,279
ORD3301,U843,R110,2026-04-17 19:36:00,605
ORD3302,U235,R159,2026-04-17 10:51:00,457
ORD3303,U73,R125,2026-04-17 17:51:00,722
ORD3304,U627,R51,2026-04-17 13:30:00,646
ORD3305,U699,R165,2026-04-17 13:10:00,433
ORD3306,U536,R104,2026-04-17 16:39:00,227
ORD3307,U802,R85,2026-04-17 12:30:00,187
ORD3308,U86,R21,2026-04-17 14:25:00,356
ORD3309,U795,R134,2026-04-17 14:55:00,591
ORD3310,U798,R172,2026-04-17 18:39:00,451
ORD3311,U628,R180,2026-04-17 19:29:00,350
ORD3312,U394,R178,2026-04-17 14:54:00,772
ORD3313,U962,R200,2026-04-17 16:23:00,336
ORD3314,U313,R139,2026-04-17 17:18:00,726
ORD3315,U581,R26,2026-04-17 17:02:00,594
ORD3316,U851,R116,2026-04-17 15:14:00,435
ORD3317,U952,R171,2026-04-17 16:18:00,183
ORD3318,U872,R181,2026-04-17 18:04:00,676
